method,method_label,start_index,iteration,objective,best_so_far_objective,objective_over_initial,best_over_initial,components_checked_this_update,verification_reference_calls_this_update,cumulative_verification_reference_calls,cumulative_assessment_reference_calls,cumulative_total_reference_calls_if_assessment_counted,fd_analytic_relative_l2,fd_analytic_sign_mismatches
matched_snr_order,SNR order (B = 6),26,12,0.2863136906,0.05430247053,1.008551926,0.1912827191,6,12,144,13,157,0.001658932431,0
matched_snr_order,SNR order (B = 6),26,13,0.08379727943,0.05430247053,0.2951794146,0.1912827191,6,12,156,14,170,0.0005816505036,0
matched_snr_order,SNR order (B = 6),26,14,0.2297289424,0.05430247053,0.8092297888,0.1912827191,6,12,168,15,183,0.001458620558,0
matched_snr_order,SNR order (B = 6),26,15,0.05984887439,0.05430247053,0.2108201582,0.1912827191,6,12,180,16,196,0.0008083890166,0
matched_snr_order,SNR order (B = 6),26,16,0.2833891219,0.05430247053,0.9982500108,0.1912827191,6,12,192,17,209,0.001646457059,0
matched_snr_order,SNR order (B = 6),26,17,0.08259047233,0.05430247053,0.2909283862,0.1912827191,6,12,204,18,222,0.0005964450873,0
matched_snr_order,SNR order (B = 6),26,18,0.08412174576,0.05430247053,0.2963223608,0.1912827191,6,12,216,19,235,0.001466418917,0
matched_snr_order,SNR order (B = 6),26,19,0.2362281502,0.05430247053,0.8321235196,0.1912827191,6,12,228,20,248,0.001511071,0
matched_snr_order,SNR order (B = 6),26,20,0.06610357642,0.05430247053,0.2328526072,0.1912827191,6,12,240,21,261,0.0007705498163,0
matched_magnitude_order,Magnitude order (B = 6),26,0,0.2838859192,0.2838859192,1,1,0,0,0,1,1,,0
matched_magnitude_order,Magnitude order (B = 6),26,1,0.07912823632,0.07912823632,0.2787325153,0.2787325153,6,12,12,2,14,0.0005678343803,0
matched_magnitude_order,Magnitude order (B = 6),26,2,0.2304236232,0.07912823632,0.8116768308,0.2787325153,6,12,24,3,27,0.001445729984,0
matched_magnitude_order,Magnitude order (B = 6),26,3,0.06161843438,0.06161843438,0.2170535071,0.2170535071,6,12,36,4,40,0.0007170817048,0
matched_magnitude_order,Magnitude order (B = 6),26,4,0.2643651311,0.06161843438,0.9312372094,0.2170535071,6,12,48,5,53,0.001556018732,0
matched_magnitude_order,Magnitude order (B = 6),26,5,0.07143307027,0.06161843438,0.2516259717,0.2170535071,6,12,60,6,66,0.0006402077134,0
matched_magnitude_order,Magnitude order (B = 6),26,6,0.2481193311,0.06161843438,0.8740107005,0.2170535071,6,12,72,7,79,0.001493309015,0
matched_magnitude_order,Magnitude order (B = 6),26,7,0.07043792348,0.06161843438,0.2481205256,0.2170535071,6,12,84,8,92,0.000655335596,0
matched_magnitude_order,Magnitude order (B = 6),26,8,0.2469349931,0.06161843438,0.8698388204,0.2170535071,6,12,96,9,105,0.00150978634,0
matched_magnitude_order,Magnitude order (B = 6),26,9,0.06540469682,0.06161843438,0.2303907746,0.2170535071,6,12,108,10,118,0.0006801379366,0
matched_magnitude_order,Magnitude order (B = 6),26,10,0.2641668321,0.06161843438,0.9305386929,0.2170535071,6,12,120,11,131,0.001533066241,0
matched_magnitude_order,Magnitude order (B = 6),26,11,0.07968039661,0.06161843438,0.280677523,0.2170535071,6,12,132,12,144,0.0006018207957,0
matched_magnitude_order,Magnitude order (B = 6),26,12,0.2361968373,0.06161843438,0.8320132185,0.2170535071,6,12,144,13,157,0.001422439022,0
matched_magnitude_order,Magnitude order (B = 6),26,13,0.06881790181,0.06161843438,0.2424139317,0.2170535071,6,12,156,14,170,0.0001152708584,0
matched_magnitude_order,Magnitude order (B = 6),26,14,0.08351583668,0.06161843438,0.2941880208,0.2170535071,6,12,168,15,183,0.001367183085,0
matched_magnitude_order,Magnitude order (B = 6),26,15,0.2279970071,0.06161843438,0.8031289742,0.2170535071,6,12,180,16,196,0.001384231355,0
matched_magnitude_order,Magnitude order (B = 6),26,16,0.0599384626,0.0599384626,0.2111357364,0.2111357364,6,12,192,17,209,0.0007591728644,0
matched_magnitude_order,Magnitude order (B = 6),26,17,0.2814691373,0.0599384626,0.9914867849,0.2111357364,6,12,204,18,222,0.00150862621,0
matched_magnitude_order,Magnitude order (B = 6),26,18,0.09120584779,0.0599384626,0.3212764059,0.2111357364,6,12,216,19,235,0.0005373987801,0
matched_magnitude_order,Magnitude order (B = 6),26,19,0.2176315298,0.0599384626,0.766616148,0.2111357364,6,12,228,20,248,0.001343914925,0
matched_magnitude_order,Magnitude order (B = 6),26,20,0.06280389156,0.0599384626,0.2212293295,0.2111357364,6,12,240,21,261,0.0001271932662,0
calibrated_snr,Calibrated SNR (variable),26,0,0.2838859192,0.2838859192,1,1,0,0,0,1,1,,0
calibrated_snr,Calibrated SNR (variable),26,1,0.05684491138,0.05684491138,0.2002385731,0.2002385731,8,16,16,2,18,0.0005885770534,0
calibrated_snr,Calibrated SNR (variable),26,2,0.2922322381,0.05684491138,1.029400257,0.2002385731,10,20,36,3,39,0.001573622982,0
calibrated_snr,Calibrated SNR (variable),26,3,0.05429511506,0.05429511506,0.1912568091,0.1912568091,8,16,52,4,56,0.0005621733095,0
calibrated_snr,Calibrated SNR (variable),26,4,0.2997882745,0.05429511506,1.056016711,0.1912568091,10,20,72,5,77,0.001587950382,0
calibrated_snr,Calibrated SNR (variable),26,5,0.05225753499,0.05225753499,0.1840793483,0.1840793483,8,16,88,6,94,0.0005386487741,0
calibrated_snr,Calibrated SNR (variable),26,6,0.3063810986,0.05225753499,1.079240208,0.1840793483,10,20,108,7,115,0.001599634486,0
calibrated_snr,Calibrated SNR (variable),26,7,0.0891275056,0.05225753499,0.3139553587,0.1840793483,7,14,122,8,130,0.0004761622018,0
calibrated_snr,Calibrated SNR (variable),26,8,0.2317725826,0.05225753499,0.8164285966,0.1840793483,10,20,142,9,151,0.001409029168,0
calibrated_snr,Calibrated SNR (variable),26,9,0.08944740087,0.05225753499,0.3150822032,0.1840793483,11,22,164,10,174,0.0007749383046,0
calibrated_snr,Calibrated SNR (variable),26,10,0.2311365512,0.05225753499,0.8141881497,0.1840793483,10,20,184,11,195,0.001407292482,0
calibrated_snr,Calibrated SNR (variable),26,11,0.08977394159,0.05225753499,0.3162324565,0.1840793483,11,22,206,12,218,0.0007771952134,0
calibrated_snr,Calibrated SNR (variable),26,12,0.2304927227,0.05225753499,0.8119202367,0.1840793483,10,20,226,13,239,0.001405519482,0
calibrated_snr,Calibrated SNR (variable),26,13,0.09010721268,0.05225753499,0.3174064178,0.1840793483,11,22,248,14,262,0.0007794809283,0
calibrated_snr,Calibrated SNR (variable),26,14,0.229841055,0.05225753499,0.8096247101,0.1840793483,10,20,268,15,283,0.001403709757,0
calibrated_snr,Calibrated SNR (variable),26,15,0.09044729931,0.05225753499,0.3186043872,0.1840793483,11,22,290,16,306,0.0007817956375,0
calibrated_snr,Calibrated SNR (variable),26,16,0.2291815078,0.05225753499,0.8073014275,0.1840793483,10,20,310,17,327,0.0014018629,0
calibrated_snr,Calibrated SNR (variable),26,17,0.09079428679,0.05225753499,0.3198266651,0.1840793483,11,22,332,18,350,0.000784139524,0
calibrated_snr,Calibrated SNR (variable),26,18,0.2285140428,0.05225753499,0.8049502542,0.1840793483,10,20,352,19,371,0.001399978503,0
calibrated_snr,Calibrated SNR (variable),26,19,0.09114826009,0.05225753499,0.3210735508,0.1840793483,11,22,374,20,394,0.0007865127629,0
calibrated_snr,Calibrated SNR (variable),26,20,0.2278386228,0.05225753499,0.802571059,0.1840793483,10,20,394,21,415,0.001398056164,0
calibrated_magnitude,Calibrated magnitude (variable),26,0,0.2838859192,0.2838859192,1,1,0,0,0,1,1,,0
calibrated_magnitude,Calibrated magnitude (variable),26,1,0.06188034201,0.06188034201,0.2179760877,0.2179760877,9,18,18,2,20,0.0006112116153,0
calibrated_magnitude,Calibrated magnitude (variable),26,2,0.2827238205,0.06188034201,0.995906459,0.2179760877,10,20,38,3,41,0.001520189532,0
calibrated_magnitude,Calibrated magnitude (variable),26,3,0.06236500385,0.06188034201,0.2196833293,0.2179760877,9,18,56,4,60,0.0006149879179,0
calibrated_magnitude,Calibrated magnitude (variable),26,4,0.2816123355,0.06188034201,0.9919912065,0.2179760877,10,20,76,5,81,0.001517231625,0
calibrated_magnitude,Calibrated magnitude (variable),26,5,0.0628342152,0.06188034201,0.2213361458,0.2179760877,9,18,94,6,100,0.0006185927952,0
calibrated_magnitude,Calibrated magnitude (variable),26,6,0.2805481956,0.06188034201,0.9882427293,0.2179760877,10,20,114,7,121,0.001514346613,0
calibrated_magnitude,Calibrated magnitude (variable),26,7,0.06328864715,0.06188034201,0.2229369013,0.2179760877,9,18,132,8,140,0.000622036486,0
calibrated_magnitude,Calibrated magnitude (variable),26,8,0.2795284892,0.06188034201,0.984650771,0.2179760877,10,20,152,9,161,0.001511530875,0
calibrated_magnitude,Calibrated magnitude (variable),26,9,0.06372890771,0.06188034201,0.2244877375,0.2179760877,9,18,170,10,180,0.0006253281323,0
calibrated_magnitude,Calibrated magnitude (variable),26,10,0.2785506091,0.06188034201,0.9812061475,0.2179760877,10,20,190,11,201,0.001508781133,0
calibrated_magnitude,Calibrated magnitude (variable),26,11,0.06415555013,0.06188034201,0.2259906033,0.2179760877,9,18,208,12,220,0.0006284759396,0
calibrated_magnitude,Calibrated magnitude (variable),26,12,0.2776122104,0.06188034201,0.9779005989,0.2179760877,10,20,228,13,241,0.001506094415,0
calibrated_magnitude,Calibrated magnitude (variable),26,13,0.0645690801,0.06188034201,0.2274472798,0.2179760877,9,18,246,14,260,0.0006314873046,0
calibrated_magnitude,Calibrated magnitude (variable),26,14,0.2767111748,0.06188034201,0.9747266636,0.2179760877,10,20,266,15,281,0.001503468007,0
calibrated_magnitude,Calibrated magnitude (variable),26,15,0.06496996158,0.06188034201,0.2288594016,0.2179760877,9,18,284,16,300,0.0006343689258,0
calibrated_magnitude,Calibrated magnitude (variable),26,16,0.2776287764,0.06188034201,0.9779589534,0.2179760877,11,22,306,17,323,0.001498758138,0
calibrated_magnitude,Calibrated magnitude (variable),26,17,0.06449892358,0.06188034201,0.2272001506,0.2179760877,9,18,324,18,342,0.0006310110277,0
calibrated_magnitude,Calibrated magnitude (variable),26,18,0.2785486816,0.06188034201,0.9811993579,0.2179760877,11,22,346,19,365,0.001500949991,0
calibrated_magnitude,Calibrated magnitude (variable),26,19,0.0640311758,0.06188034201,0.2255524895,0.2179760877,9,18,364,20,384,0.0006276486272,0
calibrated_magnitude,Calibrated magnitude (variable),26,20,0.2794708223,0.06188034201,0.9844476369,0.2179760877,11,22,386,21,407,0.001503119592,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,0,0.2838859192,0.2838859192,1,1,0,0,0,1,1,,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,1,0.06230377361,0.06230377361,0.2194676432,0.2194676432,11,22,22,2,24,0.0005998862882,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,2,0.2838226368,0.06230377361,0.9997770853,0.2194676432,11,22,44,3,47,0.001515848291,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,3,0.06227636992,0.06227636992,0.2193711125,0.2193711125,11,22,66,4,70,0.0006000004712,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,4,0.2837589136,0.06227636992,0.9995526176,0.2193711125,11,22,88,5,93,0.001515813655,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,5,0.06224876552,0.06224876552,0.2192738749,0.2192738749,11,22,110,6,116,0.0006001150213,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,6,0.2836947437,0.06224876552,0.9993265764,0.2192738749,11,22,132,7,139,0.001515777369,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,7,0.06222095783,0.06222095783,0.2191759211,0.2191759211,11,22,154,8,162,0.0006002299454,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,8,0.2836301212,0.06222095783,0.9990989408,0.2191759211,11,22,176,9,185,0.00151573942,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,9,0.06219294422,0.06219294422,0.219077242,0.219077242,11,22,198,10,208,0.0006003452508,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,10,0.2835650401,0.06219294422,0.9988696901,0.219077242,11,22,220,11,231,0.001515699794,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,11,0.06216472204,0.06216472204,0.2189778282,0.2189778282,11,22,242,12,254,0.0006004609446,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,12,0.2834994946,0.06216472204,0.9986388031,0.2189778282,11,22,264,13,277,0.001515658477,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,13,0.06213628864,0.06213628864,0.2188776704,0.2188776704,11,22,286,14,300,0.0006005770339,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,14,0.2834334784,0.06213628864,0.9984062586,0.2188776704,11,22,308,15,323,0.001515615453,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,15,0.06210764131,0.06210764131,0.2187767589,0.2187767589,11,22,330,16,346,0.000600693526,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,16,0.2833669857,0.06210764131,0.998172035,0.2187767589,11,22,352,17,369,0.001515570707,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,17,0.06207877734,0.06207877734,0.2186750844,0.2186750844,11,22,374,18,392,0.0006008104281,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,18,0.2833000101,0.06207877734,0.9979361108,0.2186750844,11,22,396,19,415,0.001515524226,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,19,0.062049694,0.062049694,0.2185726371,0.2185726371,11,22,418,20,438,0.0006009277475,0
calibrated_sign_abstain,Sign: abstain (complete FD),26,20,0.2832325455,0.062049694,0.9976984641,0.2185726371,11,22,440,21,461,0.001515475993,0
all_autodiff,All autodiff,4,0,0.815499253,0.815499253,1,1,0,0,0,1,1,,0
all_autodiff,All autodiff,4,1,0.6715529499,0.6715529499,0.8234868976,0.8234868976,0,0,0,2,2,,0
all_autodiff,All autodiff,4,2,0.3839286009,0.3839286009,0.4707896414,0.4707896414,0,0,0,3,3,,0
all_autodiff,All autodiff,4,3,0.08578011336,0.08578011336,0.1051872372,0.1051872372,0,0,0,4,4,,0
all_autodiff,All autodiff,4,4,0.05231032029,0.05231032029,0.06414514802,0.06414514802,0,0,0,5,5,,0
all_autodiff,All autodiff,4,5,0.05265482317,0.05231032029,0.06456759216,0.06414514802,0,0,0,6,6,,0
all_autodiff,All autodiff,4,6,0.04666501904,0.04666501904,0.05722263861,0.05722263861,0,0,0,7,7,,0
all_autodiff,All autodiff,4,7,0.04239775965,0.04239775965,0.05198994296,0.05198994296,0,0,0,8,8,,0
all_autodiff,All autodiff,4,8,0.03812445578,0.03812445578,0.04674983531,0.04674983531,0,0,0,9,9,,0
all_autodiff,All autodiff,4,9,0.0340940284,0.0340940284,0.0418075532,0.0418075532,0,0,0,10,10,,0
all_autodiff,All autodiff,4,10,0.03024156744,0.03024156744,0.03708350109,0.03708350109,0,0,0,11,11,,0
all_autodiff,All autodiff,4,11,0.02657942613,0.02657942613,0.03259282707,0.03259282707,0,0,0,12,12,,0
all_autodiff,All autodiff,4,12,0.02314121339,0.02314121339,0.02837674382,0.02837674382,0,0,0,13,13,,0
all_autodiff,All autodiff,4,13,0.01999326606,0.01999326606,0.02451659641,0.02451659641,0,0,0,14,14,,0
